class,text
P,"1 measuring instrument, the Wong-baker face rating scale was used. This scale provides a scale ranging from 0-10 cm, with 0 indicating no pain with 10 indicating maximum pain. All time points stated to have data collected were reported. Did not record change from baseline. Did not convert to dichotomous outcomes"
P,"1 measuring instrument, VAS was used. This scale provides a scale ranging from 0-10 cm, with 0 indicating no pain with 10 indicating maximum pain. All time points stated to have data collected were reported. Did not record change from baseline. Did not convert to dichotomous outcomes"
P,"2 groups different at baseline but noted by authors. Quote: ""However, the difference for prothrombin in the young early group just reaches statistical significance (P=0.05)."" Comment: there was some focus on subgroup analysis that did not seem justified given how small the study was and that it was examining effects not significant across all participants."
N,24-week data according to H. pylori status not randomised groups
Q,4 dropouts were not analysed (4 declined the operation) and 2 lost to follow-up (refused to participate postoperatively). This is 5% to 10% of the sample
P,A priori outcomes reported and were relevant
P,"A protocol for the study was available, and all expected outcomes were identified and reported as planned. Quote: ""Symptoms of depression will be measured with the ... MADRS... Anxiety will be evaluated by the ...HADS... General functioning will be measured using ...GAF ... Quality of life will be evaluated by the RAND-36...Alexithymia will be evaluated with the TAS-20, ..."" (Erkkilä 2008 and Table 2 in study report)"
Q,"A protocol for the study was not available, and all expected outcomes were identified and reported as planned in introduction and methods section. Quote: ""The hypothesis of the study was that music therapy techniques would alleviate depressive symptoms more effectively than would nonmusic therapy techniques. All participants in both the treatment and the control groups completed the BDI during the 1st week and 8th week of treatment."""
Q,"A protocol for the study was not available, and all expected outcomes were identified and reported as planned in introduction and methods section. Quote: ""Upon examination, there were no missing instruments."""
Q,"A protocol for the study was not available, and all expected outcomes were identified and reported as planned in the methods section. Quote: ""Depression and anxiety estimation scales. Consisting of special forms that the patients were asked to fill in upon reception and on the third and sixth weeks of therapy (BECK, HAMD, HAMA I, III, VI)"" and Table 3"
Q,"A protocol for the study was not available, and all expected outcomes were identified and reported as planned in the methods section. Quote: ""The patients in both groups were assessed using the HAMD depression and anxiety scale"" (and Table 1)."
Q,"A protocol for the study was not available, and all expected outcomes were identified and reported as planned in the methods section. Quote: “The efficacy analyses used an intention-to-treat group with all randomly assigned patients who had at least one post-baseline assessment” (and Table 1)."
Q,"A protocol for the study was not available, and all expected outcomes were identified and reported as planned in the methods section. Quote: The Beck Depression Inventory was administered to all participants ... to compare with the initial score"" and Table 1"
Q,"A protocol for the study was not available, and the primary measure of depression was identified and reported as planned in the methods section. The BDI was related to this outcome but was utilised only for clinical practice, not for research purposes. Quote: “GDS was the primary measure of depression. The Beck Depression Inventory was administered weekly to all participants for the purpose of monitoring levels of depression only.”"
N,A protocol is mentioned once in result section. Specification of outcomes exists in method section but they are never described as predefined. Recurrence outcome is never addressed in results section although mentioned in methods section
N,"A similar number of participants discontinued the study in the AZD0837 groups (4.7%) and in the VKA treatment group (1.2%). The reasons for treatment abandon are well specified, being the most common gastrointestinal and cardiac disorders Participants were analysed as if they were in the original randomisation group"
Q,"A subgroup analysis was conducted based on child's weight status (normal vs overweight). ""A final limitation of the study is the limited power to definitely assess the impact of the intervention of children within weight status subgroups."" It is unclear whether the subgroup analysis was pre-specified."
N,"Abstinence was recorded as first primary outcome, but this was not reported in results"
N,Abstract only
N,Abstract only
N,Abstract only
N,Abstract only Planned outcomes not reported
Q,Abstract only Planned outcomes reported
Q,"Abstract only presented, so incomplete data available at this stage; data not updated on clinicaltrials.gov website since 2013"
Q,"Abstract only, unclear whether all outcomes reported."
P,Adequate numbers of outcome measures were reported.
N,"Adverse effects (except for 2 participants who were discontinued from the study) were not reported. Also, oral dyskinesia and reversible EPS scores reported only as mean for each arm."
N,"Adverse effects mostly reported if frequent (unclear how frequent), poor reporting of scale data"
Q,Adverse effects not reported
Q,Adverse effects not systematically reported
Q,Adverse effects not systematically reported
N,"Adverse effects reported only as those related to treatment. Mental state data not reported for group 2. Unclear if all outcomes have been reported, a protocol is not available for verification."
Q,Adverse effects were not reported
N,Adverse effects: extrapyramidal symptoms (other than dyskinesia) not fully reported
Q,Adverse effects/tolerability not reported. Follow-up only 6 months.
Q,Adverse events not reported
Q,Adverse events not reported
Q,Adverse events not reported
Q,Adverse events not reported
Q,Adverse events not reported
Q,Adverse events not reported
Q,Adverse events related to IVIG were not reported
N,Adverse events were not reported. Numbers on use of antiparkinson medication have not been presented.
N,Adverse events were presented only in cases of moderate or worse severity.
N,"Adverse events were presented only with an incidence of at least 5% among participants; therefore, important side effects may have been missed by this procedure."
N,Adverse events were reported if they were > 5%. Scales if used were not reported.
N,"AIMS, EPS and IMPS scale used but no data reported in the results"
N,"AIMS; Early Signs Questionnaire; GAS; ’Manchester Rating Scale’ and ’Symptom Checklist-90’ were both mentioned as instruments used to measure psychotic symptoms at one year, but no data reported at either one or two years. Data reported at one year differs to data reported at two years"
P,All a priori outcomes were reported and were relevant
P,"All broad outcome types detailed in the methods were reported in the results. However, it is not clear if all the outcomes relating to knowledge, beliefs, attitudes and behaviours were reported. For example, in the group of children with asthma, results from an outcome relating to communication between physicians and children with asthma is reported. It is unclear if a similar outcome was measured for epilepsy."
P,All coverage indicators mentioned in methods section (Table 1) have been reported
P,All criteria mentioned in ’Methods’ were mentioned in the analysis
P,All data accounted for
N,All data presented but not usable due to N for treatment groups missing
Q,All data were reported.
P,All deﬁned outcomes were reported on
P,All expected areas were reported
P,All expected aspects were reported
P,All expected aspects were reported
P,All expected clinically relevant outcomes were reported.
P,All expected outcomes and all outcomes listed in the protocol were reported
P,All expected outcomes have been reported
P,All expected outcomes have been reported
P,All expected outcomes reported
P,All expected outcomes reported
P,All expected outcomes reported
P,All expected outcomes reported
P,All expected outcomes reported
P,All expected outcomes reported
P,All expected outcomes reported
Q,"All expected outcomes reported, although specific data for QoL not reported"
P,All expected outcomes were presented
P,All expected outcomes were reported
P,All expected outcomes were reported
P,All expected outcomes were reported
P,All expected outcomes were reported
P,All expected outcomes were reported
P,All expected outcomes were reported
P,All expected outcomes were reported
P,All expected outcomes were reported
P,All expected outcomes were reported
P,All expected outcomes were reported
P,All expected outcomes were reported
P,"All expected outcomes were reported, although adverse events poorly defined"
P,"All expected outcomes were reported. Of note, median time to recurrence ""was not attained"" in the BCG alone group."
P,"All important outcomes mentioned in the trial register entry, the study protocol, and the Methods section are reported"
Q,"All important outcomes reported in the Methods section are reported in the Results section. However, given that this was a post hoc analysis of secondary data, with no study protocol is publicly available, we cannot rule out selective outcome reporting. Moreover, no overall measure for mean SSB intake is reported (such as mean intake in servings/day), but only the percentage of male and female students consuming more than 0, 1, 2, 3 and 4 servings of SSB/day"
Q,"All important outcomes reported in the Methods section are reported in the Results section. However, given that this was a post hoc analysis of secondary data, with no study protocol is publicly available, we cannot rule out selective outcome reporting. Moreover, no overall measure for mean SSB intake is reported (such as mean intake in servings/day), but only the percentage of male and female students consuming more than 0, 1, 2, 3 and 4 servings of SSB/day"
P,All items in the assessment questionnaire were analysed
P,All items in the questionnaire were reported
P,All listed outcomes are reported completely.
N,All listed outcomes of interest are fully reported (but some economic outcomes missing any variance measurement)
P,All listed outcomes of interest are fully reported.
P,All listed outcomes of interest are fully reported.
P,All listed outcomes of interest reported
P,All listed outcomes reported on
P,All measured outcomes appear to have been reported
P,All measured outcomes reported.
P,All measured outcomes reported.
P,All measured outcomes were reported.
P,All measured outcomes were reported.
P,All measured outcomes were reported.
N,"All no usable data (BPRS, IMPS, WBRS – no mean, no SD)."
P,All outcome described in the methods and protocol were presented in the results.
P,"All outcome measures mentioned in the Methods section are reported, and complete sales data for all food and beverage types targeted in the intervention are presented"
P,All outcome measures of interest were considered in the analysis
P,All outcome measures of interest were considered in the analysis
P,All outcome measures of interest were considered in the analysis
P,All outcome measures of interest were considered in the analysis
P,All outcome measures of interest were considered in the analysis
P,All outcome measures of interest were considered in the analysis
P,All outcome measures of interest were considered in the analysis
P,All outcome measures of interest were considered in the analysis
P,All outcome measures of interest were considered in the analysis
P,All outcome measures reported
P,"All outcome measures reported in the original protocol, Murray 2012, were reported. A lexical stress measure was added in final outcome ratings but not mentioned in protocol but this was an addition and not a failure to report"
P,All outcome measures reported.
P,All outcome measures reported.
P,All outcome measures reported.
P,All outcome measures reported.
P,All outcome measures were pre-specified in the methods section
P,All outcome measures were reported.
P,All outcomes (targeted behaviours) of interest were considered in the analysis
N,All outcomes appear to be reported however difficult to assess due to no protocol available
P,All outcomes appear to have been reported
P,All outcomes appeared to be reported
Q,All outcomes are reported as pre-specified in the trial registration.
P,All outcomes are reported as pre-specified in the trial registration.
P,All outcomes as stated in the protocol and the papers were consistently reported.
P,All outcomes described in methods are reported
P,All outcomes described in methods are reported
P,All outcomes described in methods section were reported in results section of the study publication.
P,All outcomes described in the methods are described in the results
P,All outcomes described in the methods are reported
P,All outcomes described in the methods are reported
P,All outcomes described in the methods are reported
P,All outcomes described in the methods are reported
P,All outcomes described in the methods section were reported appropriately in the results of the trial report
P,All outcomes described in the methods section were reported appropriately in the results of the trial report
P,All outcomes described in the methods section were reported for all time points
Q,All outcomes described in the methods section were reported in the results of the trial report
P,"All outcomes described in the methods section were reported in the results of the trial report. In addition, the mean, 95% CI, and P value were all reported for the main outcomes"
P,"All outcomes described in the methods section were reported in the results of the trial report. In addition, the mean, 95% CI, and P value were all reported for the main outcomes"
P,All outcomes described in the methods were reported
P,"All outcomes described in the protocol were reported in the results of the trial report. In addition, the mean, 95% CI, and P value were all reported for the main outcomes"
P,All outcomes detailed in the methods were reported in the results
P,All outcomes detailed in the methods were reported in the results
P,All outcomes detailed in the methods were reported in the results although some outcomes were only reported in detail in a supplementary appendix
P,All outcomes detailed in the methods were reported in the results.
P,All outcomes detailed in the methods were reported in the results.
P,All outcomes expected and specified in the protocol were reported
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
P,All outcomes from methods are reported.
Q,All outcomes from methods are reported.
P,All outcomes had data presentation.
P,All outcomes in methods reported
P,All outcomes in methods reported
P,All outcomes in methods reported
P,All outcomes in the paper were reported. No protocol
P,All outcomes listed in methods appear to be reported.
P,All outcomes listed in methods reported in results
P,All outcomes listed in the methods are reported in the results
P,All outcomes listed in the Methods section were reported and there was no evidence of selective outcome reporting.
P,"All outcomes listed in the Methods section, with the exception of one (do not resuscitate), were reported in the Results."
P,All outcomes listed in the protocol were reported.
P,All outcomes listed in the protocol were reported.
P,All outcomes listed in the protocol were reported.
P,All outcomes listed in the protocol were reported.
P,All outcomes listed in the study protocol and methods section were reported.
P,All outcomes listed in the study protocol and methods section were reported.
P,All outcomes listed were reported although multiple pregnancy was reported it is not listed a priori.
P,All outcomes listed were reported.
P,All outcomes listed were reported.
P,All outcomes listed were reported.
Q,All outcomes mentioned in the methods are reported. No protocol or raw data available.
P,All outcomes mentioned in the Methods section are reported
P,All outcomes mentioned in the Methods section are reported in the Results section
P,"All outcomes mentioned in the Methods section are reported in the Results section, and based on how data collection and assessment are described it seems likely that SSB sales were indeed the only outcome which was assessed"
P,"All outcomes mentioned in the Methods section are reported, and the choice of outcomes is well-justified, making it unlikely that outcomes with positive results were selected, and those with negative results dropped from the analysis in a post hoc manner"
P,"All outcomes mentioned in the Methods section are reported, and while not stated explicitly, the wording suggests that they have been prespecified"
P,"All outcomes mentioned in the methods section are reported; moreover, the study reports all outcomes one would generally expect in such a study. However, no information on study registration is provided"
P,"All outcomes mentioned in the Methods section are reported. For green and amber beverages only relative changes are reported, and for red beverages absolute changes are reported only graphically. However, the study also reports the total number of items sold and revenue from all items targeted by the intervention"
Q,"All outcomes mentioned in the Methods section are reported. However, no trial registration is reported, and no information on the availability of a study protocol is provided. Data were provided by the supermarket after the intervention took place. Outcome reporting may be selective"
Q,"All outcomes mentioned in the Methods section are reported. However, no trial registration is reported, and no information on the availability of a study protocol is provided. Data were provided by the supermarket to the researchers after the intervention took place, and some potentially relevant aspects can not be assessed with the data as they are reported. Quote: ""A limitation of the data is that sales are not separately reported for items with one, two and three stars; only for all starred items collectively. The data set does not contain any information about unit sales of unrated items"""
P,"All outcomes mentioned in the Methods section are reported. The study does not report if analyses and outcomes were prespecified, and no protocol or trial registration are mentioned. There is no indication that outcomes were reported selectively"
P,"All outcomes mentioned in the Methods section, and all outcomes one might expect from a study of this kind are reported"
P,"All outcomes mentioned in the Methods section, and which one might expect in a study of this kind are reported"
P,"All outcomes outlined in the methods were measured, analysed and reported in the results section. No protocol available"
P,"All outcomes planned in the Methods section were reported in full in the Results section. Additionally, most expected outcomes of interest were reported in this study"
P,"All outcomes planned in the Methods section were reported in full in the Results section. Additionally, most expected outcomes of interest were reported in this study"
P,All outcomes pre-specified in the methods section were reported
P,All outcomes presented
P,All outcomes presented
Q,"All outcomes proposed in the methods were reported, but some were not presented adequately. No protocol available to check"
P,All outcomes reported
P,All outcomes reported
P,All outcomes reported
P,All outcomes reported
P,All outcomes reported
P,All outcomes reported
,All outcomes reported
P,All outcomes reported
P,All outcomes reported
P,All outcomes reported
P,All outcomes reported
P,All outcomes reported
P,All outcomes reported
P,All outcomes reported and published
P,All outcomes reported as described in methods apart from pre-post session pain.
P,"All outcomes reported as per protocol, except for “Paediatrician participation and satisfaction at 6 months” This was reported after 3 HHHK visits, not at 6 months."
P,"All outcomes reported in the Methods section are reported in the Results section, and no important outcomes one would expect in such a study are missing. However, the clinical trial registry mentions three secondary outcomes which are not mentioned in the published report (blood glucose, blood insulin and serum lipids)"
P,All outcomes reported in the methods section were addressed in the results or discussion section.
P,All outcomes reported on
P,All outcomes reported on
P,All outcomes reported on
P,All outcomes reported on
P,All outcomes reported on
P,All outcomes reported on
P,All outcomes reported on
Q,"All outcomes reported, but poor reporting of scale data."
Q,"All outcomes reported, but poor reporting of scale data."
Q,"All outcomes reported, however not all presented as usable data, particularly continuous data, with no means or SD."
P,All outcomes reported.
P,All outcomes reported.
P,All outcomes reported.
P,All outcomes reported.
P,All outcomes reported.
P,All outcomes reported.
Q,"All outcomes seem to have been reported. However, a protocol is not available for verification."
P,All outcomes specified in protocol have been published in the study
P,All outcomes specified in the methods appeared to have been reported
P,All outcomes specified in the trial registry are reported
P,All outcomes stated in the methods section reported.
P,All outcomes stated in the PhD thesis methods reported
P,All outcomes stated in the prospectively registered protocol were well reported
P,All outcomes that are of interest in the review have been reported
P,All outcomes were adequately reported
P,All outcomes were adequately reported
P,All outcomes were adequately reported
Q,"All outcomes were adequately reported, although on a tooth basis"
Q,"All outcomes were adequately reported, although on a tooth basis"
Q,"All outcomes were adequately reported, except for complications. Study authors replied that no complications occurred"
P,All outcomes were adequately reported.
P,All outcomes were adequately reported.
P,All outcomes were adequately reported.
P,All outcomes were adequately reported.
P,All outcomes were adequately reported.
P,All outcomes were adequately reported.
P,All outcomes were adequately reported.
P,All outcomes were reported
P,All outcomes were reported
P,All outcomes were reported in detail.
Q,"All outcomes were reported, although for pain measured through NRS and VAS, only diagrams were provided, and it was not possible to obtain data for meta-analysis"
,"All outcomes were reported, except for the Timed Up and Go test because of missing data"
,All outcomes were reported.
P,All outcomes were reported. In addition other outcomes were reported.
P,"All outcomes, as stated in the protocol and the papers, were consistently reported."
P,"All participants appropriately accounted for, intentionto-treat analysis"
P,All participants had initially received a test dose to assess tolerability; no data on children who had not tolerated the initial test dose
P,"All pertinent outcomes appear to have been reported, and exploratory analyses, unplanned beforehand, are clearly labelled as such"
N,All planned outcomes not reported
N,All planned outcomes not reported
N,All planned outcomes not reported.
N,All planned outcomes not reported.
N,All planned outcomes not reported.
Q,All planned outcomes not reported.
N,All planned outcomes not reported.
P,All pre-determined outcomes were reported and were relevant
P,All pre-specified aspects were reported
P,All pre-specified outcomes reported
P,All pre-specified outcomes reported
P,All pre-specified outcomes reported
P,All pre-specified outcomes reported
P,All pre-specified outcomes were reported
P,All pre-specified outcomes were reported
P,All pre-specified outcomes were reported
P,All pre-specified outcomes were reported
P,All pre-specified outcomes were reported.
P,All pre-specified outcomes were reported.
P,All pre-stated outcomes reported
P,All prespecified outcomes are reported.
P,All prespecified outcomes are reported.
P,All prespecified outcomes are reported.
P,All prespecified outcomes are reported. Trial registration was viewed
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported
P,All prespecified outcomes reported.
P,All prespecified outcomes reported.
P,All prespecified outcomes reported.
P,All prespecified outcomes reported.
P,All prespecified outcomes reported.
P,All prespecified outcomes reported.
P,All prespecified outcomes reported.
P,All prespecified outcomes reported.
P,All prespecified outcomes reported.
N,"All prespecified outcomes reported. Symptomatic DVT, PE, ST extension, bleeding, death, and adverse events reported in results but not mentioned in methods section."
P,All prespecified outcomes were reported in the prespecified manner
P,All prespecified outcomes were reported in the prespecified way
P,All prespecified outcomes were reported on.
P,All prespecified outcomes were reported.
P,All prespecified outcomes were reported.
P,All prespecified outcomes were reported.
P,All prespecified outcomes were reported.
P,All prespecified outcomes were reported.
P,All prespecified outcomes were reported.
P,All primary and secondary outcomes mentioned in the protocol are reported
Q,"All primary outcomes as described in the protocol are reported; however, for milk consumption the study only reports that no significant effects were observed, and does not provide numerical data"
P,All primary outcomes reported. Perinatal mortality (stillbirths and deaths between birth and day 7 of life) 16 and post-neonatal mortality were added to reported outcomes for completeness
Q,"All primary outcomes stated under Methods were reported; however, as the trial protocol is not available, we cannot categorically state that the review is free of selective outcome reporting"
Q,"All primary outcomes stated under Methods were reported; however, as the trial protocol is not available, we cannot categorically state that the review is free of selective outcome reporting"
Q,"All primary outcomes stated under Methods were reported; however, as the trial protocol is not available, we cannot categorically state that the review is free of selective outcome reporting"
Q,"All primary outcomes stated under Methods were reported; however, as the trial protocol is not available, we cannot categorically state that the review is free of selective outcome reporting"
Q,"All primary outcomes stated under Methods were reported; however, as the trial protocol is not available, we cannot categorically state that the review is free of selective outcome reporting"
P,All proposed outcomes in trial registry are reported.
P,All relevant outcome were reported
P,All relevant outcomes are reported in accordance with the protocol
P,All relevant outcomes listed in methods were reported in methods
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section
P,All relevant outcomes reported in the Methods section are reported in the Results section. A protocol was provided by the lead author and the primary outcome reported (relevant to this systematic review) and is presented in the published paper
P,All relevant outcomes reported in the Methods section are reported in the Results section. Additional post hoc analyses were also presented
P,"All relevant outcomes reported in the Methods section are reported in the Results section. This study was registered with ClinicalTrials.gov (NCT01948752), and the outcomes reported are presented in the published paper"
P,All relevant outcomes reported. Protocol not assessed.
P,All relevant outcomes were reported
P,All relevant outcomes were reported
P,All relevant outcomes were reported
P,All relevant outcomes were reported
P,All relevant outcomes were reported
P,All relevant outcomes were reported
P,All relevant outcomes were reported
P,All relevant outcomes were reported
P,All relevant outcomes were reported on
P,All reported
