class,text
P,"""Patients were registered by fax at the coordinating centre. After verifying the eligibility criteria, patients were stratified according to stage (IIIB vs IV), PS (0-1 vs 2) and Charlson index score (0-2 vs 3-4) and allocated using a computer-generated random list one of four arms: gemcitabine (GEM), paclitaxel (PTX), gemcitabine plus paclitaxel (GT) or gemcitabine plus vinorelbine (GV)"""
P,"""Patients were registered for the trial by e-mail to the data manager of the unit of clinical research. Randomization between the arms A (gemcitabine as monotherapy) and B (low-dose gemcitabine in long infusion and cisplatin at reduced dose), 1:1, was done using a computer-generated sequence of random numbers"""
P,"""Patients were stratified. [...] Balance across strata was attained using the 
method of Pocock and Simon"""
P,"""Patients with stage IIIB (with pleural or pericardial effusion), stage IV, or recurrent NSCLC who met all eligibility criteria were randomly allocated to receive one of the three treatment regimens as summarized in Figure 1. Patient stratification by baseline weight loss (< 5% versus ≥ 5% in previous 6 months), stage of disease (IIIB with effusion versus IV), and brain metastasis (presence versus absence) took place at the time of randomisation to ensure balance across treatment arms with respect to these characteristics"""
Q,"""Patients...were stratified by lesion size and randomly assigned to one of three treatment groups"". No information regarding sequence generation reported"
P,"""Permuted block assignments were generated … from a random-number generator in advance of the trial’s start date."""
P,"""Practices were matched on solo versus group practice, presence of nursing staH and location (rural or urban) and each pair member was randomly assigned using the Statistical Analysis software package."""
Q,"""Practices were stratified according to size and randomised."" (no statement about method)"
P,"""Previous informed consent subjects were randomly assigned to one of four treatment ""groups"". “After this first month, during the second consultation, each participant was randomly assigned to one of the treatment groups, through a table of codes that was ex profeso designed with random numbers.”"
P,"""Procedures were randomly assigned through a computer randomization list."""
P,"""Random assignment was performed by an independent provider not involved in the study and stratified by stage (IIIB v IV), weight loss (< 5% v ≥ 5%), and age (< 70 v ≥70 years)"""
P,"""random number sequence""."
P,"""Randomisation by a computer program, by use of a minimisation method"""
P,"""Randomisation was achieved with sealed envelopes containing computer generated block randomisation numbers."""
P,"""Randomisation was done by opening sealed envelopes containing computer generated block-randomisation numbers."""
P,"""Randomisation was done by opening sealed envelopes containing computer generated block-randomisation numbers."""
P,"""Randomisation was done centrally by computer. We used the minimisation method and stratified patients by study centre, WHO performance status score (0–1 vs 2), stage (III vs IV), and age (̀≤80 vs >80 years)"""
P,"""Randomisation was done using a computer generated random number table."""
P,"""Randomisation was done using a computer generated random table."""
P,"""Randomisation was done using a computer generated random table"""
P,"""Randomisation was performed by producing a randomisation schedule that assigned each patient to GBP or a matching placebo"""
P,"""Randomisation was performed by using a computer generated random numbers in blocks of 2."""
P,"""Randomisation was performed centrally at the Clinical Trials Office National Cancer Institute (Naples, Italy), using a computer-generated procedure of minimization. Patients were stratified according to institution, ECOG, performance status (0, 1 or 2) and disease stage (IIIB versus IV)"""
P,"""Randomisation was performed centrally using the minimisation technique and stratified according to centre, Karnofsky PS, presence of brain metastases and prior chest irradiation"""
P,"""Randomisation within each stratum was accomplished using computer-generated random numbers in blocks of 4."" ""Women were stratified by parity and if multiparous according to whether they had breastfed previously."""
Q,"""randomised allocation to intervention or control"""
Q,"""randomised into one of four groups"" (no method stated)"
Q,"""Randomised"""
P,"""randomised"" and stratified by age and BMI (each dichotomised)"
Q,"""randomization employed in this clinical trial was allocation by permuted blocks"" (p.31); no further informations on the randomisation process."
P,"""Randomization stratified by centre and performance status was done with a 
minimisation procedure"""
P,"""Randomization was by computer generated numbers"
P,"""Randomization was centralized and treatment arms were allocated using a computer-generated list stratified by centre and stage (stage IIIA and local recurrence v stage IIIB and metastatic disease to avoid an imbalance in the random allocation of potentially curable patients)"""
P,"""Randomization was centralized at the CALGB data management centre in Durham, NC. Patient randomisation was stratified by stage (IIIB v IV v recurrent), PS (0 to 1 v 2), and age (< 70 v ≥70 years of age)"""
P,"""Randomization was centralized by an independent academic research institute (Institut Universitaire de la Recherche Clinique, Montpellier, France) according to computer-generated lists. A stratification by centre was done"""
P,"""Randomization was determined using a computer-generated random allocation sequence"""
P,"""Randomization was performed by an independent statistical office at the clinical trial centre of National Taiwan University Hospital, using a computer-generated randomisation allocation sequence. The sequence was concealed until the treatment arms were assigned by the statistical office. EligIble patients were randomised in 1:1 ratio to two treatment arms, namely gemcitabine plus conventional-dose epirubicin (GE) or gemcitabine—cisplatin (GC) arms"""
P,"""Randomization was performed by creating 3 sets of random numbers between 1 and 60 using a computer-based research randomizer"" (p.125)."
P,"""Randomization was performed centrally at the Division of Medical Oncology of the National Tumor Institute of Naples"". ""(...) procedure that used the centre, stage IIIB vs IV and performance (ECOG 0 or 1 vs 2) as stratifying variables"". ""Patients were assigned to one of the two arms by computer-driven minimization"""
P,"""Randomization was performed centrally by the EORTC Data Center after stratification for PS (0 to 1 v 2), stage of disease (IIIB v IV), and institute, using the minimization technique"""
N,"""Randomization was via an Interactive Web Response system, with numbers generated by a Randomization Management Group from Bayer and was stratified by baseline visual analog scale (VAS) score <60mm vs 60mm or more."" Randomisation is conducted by the pharmaceutical company sponsoring and running the trial. No details on how random numbers were generated."
Q,"""Randomized allocation method,"" method not reported."
P,"""randomized in blocks of 4 and stratified by antipsychotic dose and gender"", implies adequate random sequence generation."
Q,"""Randomized into two groups with the use of a pre determined randomisation chart."""
Q,"""Randomized,"" method not reported."
Q,"""Randomized,"" method not reported."
Q,"""Randomized,"" method not reported."
Q,"""Randomized;"" no other details."
Q,"""Randomized;"" no other details."
Q,"""Randomly allocated"" - no details given"
Q,"""randomly allocated""."
Q,"""randomly allocated""."
P,"""Randomly assigned patients were stratified to age, PS and stage of the disease. Patients were centrally randomly assigned in a 1:1 ratio to receive either DC or D"" Elderly subgroup analysis not planned"
Q,"""randomly assigned to receive either molindone or haloperidol in a double-blind fashion"", further details not reported"
P,"""randomly assigned to receive either olanzapine or risperidone with a 1-to-1 ratio by coin method with a 6-block design""."
N,"""Randomly assigned."" ""Randomization was done by the pharmaceutical company...using the permuted block method."" The pharmaceutical company appeared to have been responsible for randomisation of a trial of their own drug."
Q,"""randomly assigned"""
Q,"""Randomly assigned"" - no additional details given"
Q,"""Randomly assigned"" but no reports on how generated."
Q,"""randomly assigned"", details not reported"
P,"""randomly assigned""; ""blindly assigned (1:2 ratio) using computer generated 
random numbers either to integrated care (IC) or to usual care (UC)."""
Q,"""Randomly selected 'intervention group' of physicians (n = 750)"" and ""... another group of physicians, with similar characteristics, was also randomly selected and designated as the 'control group' (n = 1,167)."" (no statement about method of randomisation)"
Q,"""Sealed protocol forms were centrally randomised."" Comment: The method of random sequence generation is not described."
P,"""Sequential assignment based on table of random numbers"""
P,"""Statistician made the randomisation codes by using a computer program."""
Q,"""subjects were randomised to treatment with cadexomer iodine or standard""; it was not stated how the sequence was generated"
Q,"""subjects were randomly assigned to the risperidone or placebo groups"", further details not reported"
Q,"""Subjects were then blindly randomised to two different drug groups,"" further details not reported"
Q,"""Subjects were then randomly assigned"", further details not reported"
P,"""Table of random numbers."""
P,"""Table of random numbers."""
P,"""table of random numbers"""
Q,"""The 13 patients were divided randomly into two groups."" further details not reported"
P,"""The administered drugs were prepared in the pharmacy using a computer generated randomisation code."" (p.745)."
Q,"""The allocation of preparations was carried out with a random criteria"" (translated from German) Comment: no statement on methods used to generate the randomisation sequence"
Q,"""the effects of a new compound (Crystacide) were assessed in a randomised controlled study""; it was not stated how the sequence was generated"
Q,"""the instrument manufacturer 'prepared sealed envelopes containing a cartridge and an insert that was randomly assigned to each subject' but method of sequence generation not described"
Q,"""the patient was allocated to one of the two groups by blocked randomisation (blocks of 10). "" No additional information is available on the blocked randomisation."
Q,"""The patients were divided at the time of registration into those with stage III and those with stage IV disease, according to the criteria set by the American Joint Commission on Staging, and then randomised to receive either CAPM or MCT regimens"""
Q,"""The patients were randomised according to an odd or even unit record number."""
P,"""The patients were randomized by computer generated numbers."""
Q,"""The patients were randomly allocated"" (no method stated)"
Q,"""The patients were then randomized to receive either HAL or ZPT"", further details not reported"
Q,"""The primary care practice (1 to 6 doctors) was the unit of randomization and the unit of analysis."" (no statement of method)"
P,"""The randomisation process was performed centrally by random permutated blocks within strata methods. Patients were stratified according to disease stage (IIIB v IV), baseline PS (0 to 1 v 2), and centre"""
P,"""The randomisation was performed centrally and patients were stratified by three prognostic variables: disease stage (locally advanced versus metastatic disease), performance status (ECOG performance status of 0–2) and investigational site"""
P,"""The study group population was randomised into intervention and control groups based on a pseudo random digit of the individual membership ID number."""
Q,"""The study used a randomised controlled trial design.""; ""Once an individual was selected, his or her entire family was randomly assigned to one of the three arms of the study."" (method not stated)"
Q,"""The study was opened, randomised and controlled"". Report contains no statement regarding generation of random number sequence"
Q,"""The subjects were randomized to three groups"", further details not reported"
Q,"""The three ... practices were assigned randomly"" (no statement about method)"
Q,"""The two states were divided into 40 geographic regions defined by zip code aggregates (24 in Montana, 16 in Wyoming); in each state four regions were randomly selected as intervention sites."""
Q,"""The two states were divided into 40 geographic regions defined by zip code aggregates (24 in Montana, 16 in Wyoming); in each state four regions were randomly selected as intervention sites."""
P,"""the type of venous catheter to use was determined randomly in a three ball 
ballot box."""
P,"""the type of venous catheter to use was determined randomly in a three ball 
ballot box."""
P,"""The woman was randomized into one of the two groups using random numbers generated by a computer."""
Q,"""The women were randomised prospectively double blind into two groups."""
Q,"""They were randomized into two groups using a computer generated block number and put inside a sealed envelope."""
Q,"""Thirteen group practices and their primary care physicians (mean size, 5) were assigned randomly to intervention or control arms."""
Q,"""This stratification ensured distribution of boys and girls in equal numbers in the two study groups. Separate cards were prepared by a statistician for both sexes, for both study groups. Each card was placed in an envelope and provided the patient’s number in the study and his or her allocation to treatment or control group which had been determined from a table of random numbers. Group assignment was made by pulling the next envelope in sequence from the appropriate box as soon as the sex was known at birth""."
P,"""This study was an open-label randomised trial where all the 120 patients were randomised using a predetermined computer-generated randomisation code into 3 groups."""
Q,"""Treatment allocation was determined by blocked, stratified randomization 
with a 1:1 distribution to TIV or placebo; randomization was stratified by study 
center, age (18-34 and 35-49 years), and the subject's report of previous recent 
receipt (within ≤ 2 years) of TIV.”"
P,"""Two hundred and forty-six patients were randomized into two groups in a 1:1 ratio by use of a randomization list generated by a computer with blocks of 4""."
P,"""Ulcers were cleaned with saline and the dressing applied according to randomization using a sequential system of sealed envelopes with treatment allocation by random number table"""
P,"""Use of random number table"""
P,"""Using a computer-based program."""
P,"""using random tables...a randomised, double-blind, placebo-controlled study was carried out on 556 girls aged 12-21 yr""."
Q,"""We carried out a randomised placebo controlled clinical study""; it was not stated how the sequence was generated"
P,"""We performed a randomised crossover trial ..."" E-mail from author: ""This project was done through Medicare's Division of Clinic Standards and Quality as a quality improvement project. I think that we went to a table of random numbers assigned each provider a random number. The even numbers got one arm, the odd number got the other arm"""
Q,"""we randomly assigned counties to either the reminder letter (n = 17), action-letter (n = 12), or no-letter (n = 20) conditions. Within the reminder-lettercounties, we then randomly assigned individuals within each county to either 
the reminder-only, reminder plus positive frame, or reminder plus negative 
frame conditions. Within the action-letter counties, all individuals received the 
same action letter"" (no statement about method of randomisation)"
P,"""we used a block randomisation scheme supervised by the study statistician"""
P,"""We used a computer random number generator and a 1:1 ratio to randomly assign participants to 1 of 2 groups"""
N,"""we were forced to match participants on two key variables (i.e., age and educational level) after approximately 30 patients had been [randomly] assigned to treatment or placebo groups"""
P,"""were randomly assigned"" (no method stated)"
P,"""Women were assigned to receive either lidocaine spray or placebo according to a computer generated randomisation code."""
P,"""Women were randomized according to a computer-generated random numeric table prepared by an independent statistician"""
P,"""Women were randomized to the EMLA or control group using computer-generated random numbers."""
Q,"""women were randomly divided into Vagifem (from Novo Nordisk) or vaginal estrogen cream (Equin from Actoverco) treatment groups (80 women in each group)"""
Q,"“68 students from Tabriz University and Tabriz University of Medical Science, who were living in the dormitory, suffering from primary dysmenorrhea, and were eligible for the study, were randomly divided into two groups of 34 students each (the two groups used combination of fennel extract/vitamin E and ibuprofen cross-over form in the 2 months).” “After that, the eligible students were determined; every student was randomly (Systematic Random Sampling) assigned to fennel/vitamin E group or ibuprofen group (34 participants in each group).” Comment: a systematic sample might lead to bias, and the study authors did not report a selected unit (selected every kth unit)."
P,"“A computer program automatically determined eligibility for the RCT and randomly assigned participants to one of four intervention conditions” (Blow 2006, p. 570). “To prevent the possibility that staff could unwittingly manipulate assignment to intervention condition, participants were randomly assigned to conditions via the computer using an urn randomisation technique” (Blow 2009, p. 487)"
P,“A lottery system was employed” (p. 227).
N,"“A random numbers table was used for assigning participants in a 1:1 ratio to receive placebo and ginger using a block of two. An odd number was assigned to one patient and an even number to the other patient in each block. For each individual student recruited in the trial, a coded package was used” Comment: using a block of 2 it is possible to predict future assignments (block size is fixed and small)."
Q,"“A randomised, double blind study comparing fennel essential oil (FEO) 1% and 2% with placebo, according to a 3 period crossover design was carried out on eligible patients that randomly allocated to 1 of the 6 treatment sequences according to the randomizations list”. Comment: there was insufficient information about the sequence generation process."
P,“A research staG member...generated the random allocation in Graphpad software”
P,“A statistician not otherwise involved in the study generated the randomization sequences using the random function RANUNI in SAS” (p. 447)
P,"“Before the start of the study, subject numbers were computer generated in blocks of 100” (p. 541)"
P,“Computer generated list of random numbers” (p. 1335).
P,“Computer generated random numbers were used to allocate the participants to receive either valerian or placebo.”
P,“Computer generated random numbers were used to divide participants into two groups for receiving fenugreek or placebo.”
N,"“Each of the three health promotion advocates performed random allocation for their own enrollees, assigning the first participant by a flip of a coin, and alternating status thereafter” (p. 69)"
P,“Each participant was randomised and assigned to experimental or control group based by block of ten participants on a computer-generated allocation method” (p. 1226)
P,“Every 18-25‑year‑old student who suffered from primary dysmenorrhoea with moderate to severe intensity was randomly assigned to each of the two study groups by use of a random number table.”
P,"“For randomizations we used blocks of 10, and the random list was generated with SAS software.”"
N,"“Initially the youth were randomised on a one-to-one basis... as the trial progressed, we recognised that dropout rates were unequal between groups... thus, to maximise power, we altered the allocation schedule such that the probability of being allocated to the intervention was higher.” i.e. the researchers changed the randomisation procedure (p. 56)"
P,“Participants were randomised by computer assignment to either treatment or standard care group” (p. 45)
P,"“Participants were randomized in a 2:1 ratio to receive a single injection of 0.5 
mL IIV3 or placebo, administered intramuscularly into the deltoid muscle.” 
“The randomization code was prepared by a statistician, employed by CSL 
Limited, with the use of SAS software (version 9.1.3; SAS Institute, Cary, NC, 
USA ...”"
P,“Participants were randomly assigned to the intervention or control group using a table of random numbers” (p. 106)
N,“Participants were randomly divided into the treatment group and placebo group according to their order of hospitalization in turn by the method of simple randomization”
P,"“Patients were randomised according to a computer-generated list with blocks of varying size stratified on centers"""
P,"“Patients were randomised into 2:1 ration by simple randomizations (lottery method) to receive either rhubarb (i.e. experimental group, n=30) or mefenamic acid (control group, n=15).”"
Q,“Patients were randomly allocated into two groups.”
Q,"“Random assignment was based on the last digit of the patient’s identification number, with even numbers assigned to the intervention group and odd numbers assigned to the control group.”"
P,“randomisation by blocks…assigned each patient to either the intervention group or the control group using a computer generated list”
P,“Randomisation of subjects to one of the three groups was carried out prior to the telephone interview using sealed cards drawn by study staff from one container” [analogous to card shuffle described in Cochrane Handbook as low risk of selection bias] (p. 245).
P,"“Randomisation was based on computergenerated lists, blocked to balance assignment after every nine subjects and stratified by age group (14 to 17 and 18 to 21 years) ” (p. 892)"
P,"“Randomisation was performed by each participating general practitioner: before a participant arrived for a feedback session, the general practitioner drew a card from a mixed pack that included equal numbers of A, B, and C signs to refer the participant to the group which the participant was to be allocated” (p. 1682)"
Q,"“Randomisation was performed by the project leader according to a randomisation scheme unknown to the GPs; each patient was randomised to reach an equal number of patients from each group per GP.. . distribution for all GPs was considered... then the total distribution was considered. .. if this distribution was equal, ultimately the choice was made by coin flipping” (p. 1320)"
P,“Randomisation... was carried out... using a standard randomisation table” (p. 264)
P,"“Randomised… using a permuted block design (block size 6) to ensure approximately equal distribution of patients according to their race/ethnicity” (Field 2010, p. 65)"
P,“randomly assigned by a centrally randomised process”
P,“Secure remote randomisation service” (p. 2).
Q,"“Students with primary dysmenorrhoea and pain scoring higher than 3, based on visual analog scales (VAS) entered the study and were divided randomly into 2 equal groups of intervention (n =40) and control (n=40).” Comment: the study authors did not describe the method of sequence generation."
P,“The 70 students subsequently randomised into two groups using a table of random numbers.”
Q,“The girls were randomly assigned to 1 of 4 schedules.” Comment: the study authors did not describe the methods of sequence generation.
P,“The online randomisation protocol consisted of a pre-generated block-stratified randomisation protocol”
Q,"“The participants whose mean score of pain severity was less than 40 (based on VAS), were excluded from the study, and the rest were randomly assigned to two groups.” Comment: the study authors did not describe the methods of sequence generation."
P,"“The patients were randomly allocated, using a random number table, to group A or B, with 16 in each group.”"
P,"“The random allocation sequence was computer generated by PATH sta not involved with the trial, using a ratio for LAIV and placebo of 2:1 and block sizes of three.”"
P,“The random allocation was done by www. Random.org site with blocking method (size of blocks: 4 and 6).”
P,“The randomisation sequence was computer generated and kept concealed by the first author who played no role in patients’ recruitment.”
Q,"“The study was double-blind, randomised and placebo controlled.”"
P,"“Then, 150 participants were randomly assigned to three study groups by using the random table.”"
P,"“These 60 patients were randomized to the CFNB and PCA groups (30 patients in each), using computer-generated random numbers. Subjects were divided into two groups (odd against even numbers generated by the computer)."""
Q,"“This double-blind, randomised study was conducted among 75 female students between 18 and 28 years old.” Comment: the study authors did not describe the method of sequence generation"
P,"“We aimed to match each participating physician to another with the same specialty and clinic site. Physicians from each of the matched pairs were randomly assigned by a statistician who drew random numbers from a uniform [0,1] distribution for the pair; the physician having the lower number was assigned to the intervention group. The patient’s treatment assignment was then based on the random assignment of the patient’s primary care physician” (p. 448)"
